species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,diet,life_stage,health_metrics,year
Adelie,Biscoe,38.6,19.6,218.0,4732.0,female,squid,adult,healthy,2025
Adelie,Biscoe,33.6,14.9,181.0,4266.0,female,squid,juvenile,healthy,2025
Adelie,Biscoe,40.9,18.8,213.0,5692.0,male,squid,adult,healthy,2025
Adelie,Biscoe,39.7,19.3,180.0,3799.0,male,squid,juvenile,underweight,2025
Adelie,Biscoe,45.4,18.6,235.0,6317.0,male,squid,adult,overweight,2025
Adelie,Biscoe,46.8,17.6,228.0,5999.0,male,squid,adult,overweight,2025
Adelie,Dream,54.6,17.9,239.0,5099.0,female,fish,adult,overweight,2025
Adelie,Dream,57.1,16.6,246.0,5987.0,female,fish,adult,overweight,2025
Adelie,Dream,49.1,19.9,242.0,6234.0,female,fish,adult,overweight,2025
Adelie,Dream,53.7,19.7,220.0,5676.0,female,fish,adult,overweight,2025
Adelie,Dream,44.3,19.5,201.0,4550.0,female,fish,adult,healthy,2025
Adelie,Dream,60.0,18.2,218.0,4948.0,female,fish,juvenile,overweight,2025
Adelie,Dream,65.3,20.9,244.0,6943.0,male,fish,adult,overweight,2025
Adelie,Dream,50.7,18.9,222.0,6102.0,male,fish,juvenile,overweight,2025
Adelie,Dream,50.4,16.5,250.0,5652.0,male,fish,juvenile,overweight,2025
Adelie,Dream,44.0,19.4,213.0,6235.0,male,fish,juvenile,overweight,2025
Adelie,Dream,54.5,20.6,248.0,5761.0,male,fish,adult,healthy,2025
Adelie,Dream,24.4,16.9,173.0,2816.0,female,krill,juvenile,underweight,2025
Adelie,Dream,19.5,16.4,158.0,3150.0,female,krill,juvenile,underweight,2025
Adelie,Dream,24.7,19.8,208.0,4566.0,female,krill,adult,healthy,2025
Adelie,Dream,33.8,15.8,199.0,4421.0,female,krill,adult,healthy,2025
Adelie,Dream,22.3,17.5,181.0,4027.0,female,krill,juvenile,healthy,2025
Adelie,Dream,29.1,16.9,186.0,4434.0,female,krill,adult,healthy,2025
Adelie,Dream,27.5,19.1,166.0,3729.0,female,krill,juvenile,healthy,2025
Adelie,Dream,35.7,16.4,200.0,4678.0,female,krill,adult,healthy,2025
Adelie,Dream,25.2,12.2,180.0,3987.0,female,krill,juvenile,healthy,2025
Adelie,Dream,19.1,13.6,173.0,2951.0,female,krill,juvenile,underweight,2025
Adelie,Dream,31.3,18.9,215.0,4067.0,female,krill,adult,underweight,2025
Adelie,Dream,28.7,13.9,182.0,4000.0,female,krill,juvenile,healthy,2025
Adelie,Dream,24.0,14.4,186.0,4293.0,female,krill,juvenile,healthy,2025
Adelie,Dream,26.6,15.6,198.0,3590.0,female,krill,juvenile,underweight,2025
Adelie,Dream,25.7,18.1,169.0,3858.0,female,krill,juvenile,healthy,2025
Adelie,Dream,26.4,17.5,179.0,5269.0,female,krill,adult,overweight,2025
Adelie,Dream,27.9,16.6,185.0,4052.0,female,krill,juvenile,healthy,2025
Adelie,Dream,20.8,16.5,189.0,3670.0,female,krill,juvenile,underweight,2025
Adelie,Dream,22.4,14.1,151.0,4073.0,female,krill,juvenile,healthy,2025
Adelie,Dream,27.1,17.8,170.0,3702.0,female,krill,juvenile,healthy,2025
Adelie,Dream,30.8,21.5,175.0,4676.0,female,krill,juvenile,overweight,2025
Adelie,Dream,27.7,13.5,186.0,3898.0,female,krill,juvenile,healthy,2025
Adelie,Dream,31.0,17.2,202.0,3655.0,female,krill,adult,underweight,2025
Adelie,Dream,25.1,14.5,177.0,3773.0,female,krill,juvenile,healthy,2025
Adelie,Dream,21.3,16.6,215.0,3037.0,female,krill,juvenile,underweight,2025
Adelie,Dream,25.2,14.1,183.0,3893.0,female,krill,juvenile,healthy,2025
Adelie,Dream,17.1,19.5,184.0,3966.0,female,krill,juvenile,healthy,2025
Adelie,Dream,25.3,19.8,177.0,3753.0,female,krill,juvenile,healthy,2025
Adelie,Dream,35.8,20.4,211.0,5085.0,female,krill,adult,overweight,2025
Adelie,Dream,19.2,20.9,178.0,4376.0,female,krill,adult,healthy,2025
Adelie,Dream,18.6,17.2,198.0,4569.0,female,krill,juvenile,overweight,2025
Adelie,Dream,28.1,19.2,187.0,3562.0,female,krill,juvenile,underweight,2025
Adelie,Dream,27.9,18.4,206.0,4242.0,female,krill,adult,healthy,2025
Adelie,Dream,26.9,15.9,179.0,3702.0,female,krill,juvenile,healthy,2025
Adelie,Dream,29.4,18.3,166.0,3913.0,female,krill,juvenile,healthy,2025
Adelie,Dream,24.8,18.2,214.0,4482.0,female,krill,adult,healthy,2025
Adelie,Dream,31.6,24.7,208.0,5410.0,male,krill,adult,healthy,2025
Adelie,Dream,28.4,16.7,180.0,5028.0,male,krill,juvenile,healthy,2025
Adelie,Dream,28.7,17.4,206.0,4633.0,male,krill,juvenile,healthy,2025
Adelie,Dream,37.6,19.6,198.0,4115.0,male,krill,juvenile,underweight,2025
Adelie,Dream,33.2,17.5,193.0,4343.0,male,krill,juvenile,underweight,2025
Adelie,Dream,32.2,18.9,204.0,4740.0,male,krill,adult,underweight,2025
Adelie,Dream,32.3,19.2,219.0,4488.0,male,krill,juvenile,underweight,2025
Adelie,Dream,23.2,20.3,211.0,5563.0,male,krill,juvenile,overweight,2025
Adelie,Dream,20.9,18.3,196.0,3674.0,male,krill,juvenile,underweight,2025
Adelie,Dream,24.4,20.9,218.0,4289.0,male,krill,juvenile,underweight,2025
Adelie,Dream,22.4,18.1,195.0,4235.0,male,krill,juvenile,underweight,2025
Adelie,Dream,26.0,20.6,204.0,4503.0,male,krill,adult,underweight,2025
Adelie,Dream,26.7,18.4,193.0,4853.0,male,krill,juvenile,healthy,2025
Adelie,Dream,30.5,16.5,190.0,4463.0,male,krill,juvenile,underweight,2025
Adelie,Dream,31.4,17.1,207.0,4300.0,male,krill,juvenile,underweight,2025
Adelie,Dream,20.0,15.5,224.0,5046.0,male,krill,adult,underweight,2025
Adelie,Dream,24.7,19.6,179.0,4897.0,male,krill,juvenile,healthy,2025
Adelie,Dream,23.8,17.4,185.0,4494.0,male,krill,juvenile,underweight,2025
Adelie,Dream,28.3,14.0,201.0,4435.0,male,krill,juvenile,underweight,2025
Adelie,Dream,31.9,20.0,167.0,4595.0,male,krill,juvenile,healthy,2025
Adelie,Dream,38.4,21.7,208.0,5320.0,male,krill,adult,healthy,2025
Adelie,Dream,36.7,18.3,187.0,4865.0,male,krill,juvenile,healthy,2025
Adelie,Dream,35.9,22.0,221.0,4950.0,male,krill,adult,underweight,2025
Adelie,Dream,32.4,18.1,200.0,5508.0,male,krill,adult,healthy,2025
Adelie,Dream,34.5,16.1,237.0,5497.0,male,krill,adult,healthy,2025
Adelie,Dream,28.6,17.0,178.0,4564.0,male,krill,juvenile,healthy,2025
Adelie,Dream,23.3,18.7,197.0,3990.0,male,krill,juvenile,underweight,2025
Adelie,Dream,27.2,20.9,203.0,4007.0,male,krill,juvenile,underweight,2025
Adelie,Dream,34.5,18.2,208.0,4910.0,male,krill,juvenile,healthy,2025
Adelie,Dream,25.6,19.8,212.0,5914.0,male,krill,adult,healthy,2025
Adelie,Dream,19.7,16.8,171.0,3370.0,female,parental,chick,overweight,2025
Adelie,Dream,38.2,12.3,162.0,2997.0,female,parental,chick,healthy,2025
Adelie,Dream,28.4,13.3,154.0,3036.0,female,parental,chick,healthy,2025
Adelie,Dream,28.0,15.6,166.0,3008.0,female,parental,chick,healthy,2025
Adelie,Dream,33.4,14.9,167.0,2956.0,female,parental,chick,healthy,2025
Adelie,Dream,30.4,16.6,180.0,2731.0,female,parental,chick,underweight,2025
Adelie,Dream,30.8,13.7,180.0,2776.0,female,parental,chick,underweight,2025
Adelie,Dream,34.2,17.5,177.0,2997.0,female,parental,chick,healthy,2025
Adelie,Dream,29.4,14.0,169.0,3068.0,female,parental,chick,healthy,2025
Adelie,Dream,24.4,14.4,169.0,3252.0,female,parental,chick,overweight,2025
Adelie,Dream,36.1,17.2,176.0,2958.0,female,parental,chick,healthy,2025
Adelie,Dream,27.1,16.1,176.0,3306.0,female,parental,chick,overweight,2025
Adelie,Dream,27.3,19.0,174.0,2759.0,female,parental,chick,underweight,2025
Adelie,Dream,31.2,16.9,175.0,3042.0,female,parental,chick,healthy,2025
Adelie,Dream,23.5,17.6,169.0,2947.0,female,parental,chick,healthy,2025
Adelie,Dream,31.2,14.4,167.0,2737.0,female,parental,chick,underweight,2025
Adelie,Dream,34.7,17.6,148.0,2661.0,female,parental,chick,underweight,2025
Adelie,Dream,37.9,15.1,167.0,2913.0,female,parental,chick,healthy,2025
Adelie,Dream,37.4,11.1,179.0,3462.0,male,parental,chick,healthy,2025
Adelie,Dream,29.7,16.8,180.0,3757.0,male,parental,chick,healthy,2025
Adelie,Dream,32.3,16.5,165.0,3350.0,male,parental,chick,underweight,2025
Adelie,Dream,33.9,18.4,177.0,3543.0,male,parental,chick,healthy,2025
Adelie,Dream,33.7,15.6,217.0,3470.0,male,parental,chick,healthy,2025
Adelie,Dream,33.1,11.8,196.0,4043.0,male,parental,chick,overweight,2025
Adelie,Dream,39.6,16.5,183.0,3577.0,male,parental,chick,healthy,2025
Adelie,Dream,23.8,16.9,194.0,3692.0,male,parental,chick,healthy,2025
Adelie,Dream,30.9,11.7,168.0,3782.0,male,parental,chick,healthy,2025
Adelie,Dream,32.9,18.1,201.0,3687.0,male,parental,chick,healthy,2025
Adelie,Dream,39.1,15.6,172.0,3323.0,male,parental,chick,underweight,2025
Adelie,Dream,34.5,19.8,186.0,3355.0,male,parental,chick,underweight,2025
Adelie,Dream,41.8,14.1,170.0,3478.0,male,parental,chick,healthy,2025
Adelie,Dream,29.7,13.8,199.0,3282.0,male,parental,chick,underweight,2025
Adelie,Dream,27.5,14.7,182.0,3804.0,male,parental,chick,overweight,2025
Adelie,Dream,33.6,12.6,182.0,3968.0,male,parental,chick,overweight,2025
Adelie,Dream,37.7,16.4,195.0,3511.0,male,parental,chick,healthy,2025
Adelie,Dream,32.2,15.2,195.0,3679.0,male,parental,chick,healthy,2025
Adelie,Dream,31.3,17.9,174.0,3819.0,male,parental,chick,overweight,2025
Adelie,Dream,33.4,18.5,203.0,4767.0,female,squid,adult,healthy,2025
Adelie,Dream,33.1,21.4,212.0,5307.0,female,squid,adult,overweight,2025
Adelie,Dream,43.6,14.3,201.0,4279.0,female,squid,juvenile,healthy,2025
Adelie,Dream,37.4,21.0,219.0,5113.0,female,squid,adult,overweight,2025
Adelie,Dream,38.8,18.4,168.0,3793.0,female,squid,juvenile,healthy,2025
Adelie,Dream,52.2,20.1,245.0,6000.0,male,squid,adult,overweight,2025
Adelie,Dream,36.6,20.0,224.0,4713.0,male,squid,juvenile,healthy,2025
Adelie,Dream,34.0,20.5,221.0,4608.0,male,squid,adult,underweight,2025
Adelie,Torgensen,50.8,16.7,240.0,5267.0,female,fish,adult,overweight,2025
Adelie,Torgensen,44.4,16.8,225.0,4590.0,female,fish,adult,healthy,2025
Adelie,Torgensen,56.0,17.4,210.0,4312.0,female,fish,adult,healthy,2025
Adelie,Torgensen,47.0,15.8,213.0,6050.0,female,fish,adult,overweight,2025
Adelie,Torgensen,60.3,13.9,211.0,4436.0,female,fish,juvenile,overweight,2025
Adelie,Torgensen,63.9,18.1,230.0,5640.0,female,fish,adult,overweight,2025
Adelie,Torgensen,38.6,14.3,225.0,4915.0,female,fish,juvenile,overweight,2025
Adelie,Torgensen,50.5,16.5,193.0,5784.0,female,fish,juvenile,overweight,2025
Adelie,Torgensen,46.6,19.1,228.0,5667.0,female,fish,adult,overweight,2025
Adelie,Torgensen,41.7,16.1,268.0,5897.0,female,fish,adult,overweight,2025
Adelie,Torgensen,48.4,20.7,227.0,5004.0,female,fish,adult,overweight,2025
Adelie,Torgensen,47.5,21.0,241.0,5662.0,female,fish,adult,overweight,2025
Adelie,Torgensen,51.6,14.6,221.0,5556.0,female,fish,adult,overweight,2025
Adelie,Torgensen,50.7,19.7,219.0,5367.0,female,fish,juvenile,overweight,2025
Adelie,Torgensen,50.0,20.1,238.0,5476.0,female,fish,adult,overweight,2025
Adelie,Torgensen,58.3,19.2,261.0,5996.0,female,fish,adult,overweight,2025
Adelie,Torgensen,46.4,21.9,223.0,5135.0,female,fish,adult,overweight,2025
Adelie,Torgensen,50.4,17.2,207.0,4363.0,female,fish,juvenile,overweight,2025
Adelie,Torgensen,35.2,15.4,222.0,4016.0,female,fish,juvenile,healthy,2025
Adelie,Torgensen,48.1,16.0,242.0,5682.0,female,fish,adult,overweight,2025
Adelie,Torgensen,45.0,16.8,197.0,4591.0,female,fish,juvenile,overweight,2025
Adelie,Torgensen,43.3,18.8,240.0,5843.0,female,fish,adult,overweight,2025
Adelie,Torgensen,47.1,13.6,235.0,5249.0,female,fish,juvenile,overweight,2025
Adelie,Torgensen,57.0,16.3,210.0,4397.0,female,fish,juvenile,overweight,2025
Adelie,Torgensen,41.4,22.1,248.0,5335.0,female,fish,adult,overweight,2025
Adelie,Torgensen,31.1,18.0,233.0,4607.0,female,fish,juvenile,overweight,2025
Adelie,Torgensen,45.1,16.3,217.0,4663.0,female,fish,adult,healthy,2025
Adelie,Torgensen,48.2,18.6,224.0,6029.0,male,fish,juvenile,overweight,2025
Adelie,Torgensen,48.8,20.1,283.0,6016.0,male,fish,juvenile,overweight,2025
Adelie,Torgensen,60.4,20.4,210.0,5614.0,male,fish,juvenile,overweight,2025
Adelie,Torgensen,65.1,19.5,284.0,7356.0,male,fish,adult,overweight,2025
Adelie,Torgensen,43.3,17.4,231.0,5459.0,male,fish,juvenile,overweight,2025
Adelie,Torgensen,53.8,21.5,235.0,6656.0,male,fish,adult,overweight,2025
Adelie,Torgensen,55.9,20.5,256.0,6601.0,male,fish,adult,overweight,2025
Adelie,Torgensen,68.3,19.3,235.0,7228.0,male,fish,adult,overweight,2025
Adelie,Torgensen,64.4,19.0,230.0,5432.0,male,fish,adult,healthy,2025
Adelie,Torgensen,54.6,19.2,247.0,5966.0,male,fish,juvenile,overweight,2025
Adelie,Torgensen,51.1,19.1,244.0,6384.0,male,fish,juvenile,overweight,2025
Adelie,Torgensen,24.5,14.6,171.0,3186.0,female,krill,juvenile,underweight,2025
Adelie,Torgensen,24.4,19.2,177.0,3703.0,female,krill,juvenile,healthy,2025
Adelie,Torgensen,35.3,24.5,192.0,4219.0,male,krill,adult,underweight,2025
Adelie,Torgensen,24.4,18.4,189.0,5201.0,male,krill,adult,healthy,2025
Adelie,Torgensen,41.0,16.1,189.0,4540.0,male,krill,juvenile,healthy,2025
Adelie,Torgensen,34.0,12.9,202.0,4797.0,male,krill,juvenile,healthy,2025
Adelie,Torgensen,29.2,19.6,236.0,4345.0,female,krill,adult,healthy,2025
Adelie,Torgensen,24.4,18.1,183.0,3539.0,female,krill,juvenile,underweight,2025
Adelie,Torgensen,24.0,20.6,228.0,4429.0,female,krill,adult,healthy,2025
Adelie,Torgensen,25.1,18.0,186.0,3918.0,female,krill,juvenile,healthy,2025
Adelie,Torgensen,20.1,19.0,168.0,3918.0,female,krill,juvenile,healthy,2025
Adelie,Torgensen,28.8,21.7,177.0,4193.0,female,krill,adult,underweight,2025
Adelie,Torgensen,23.4,16.9,176.0,3527.0,female,krill,juvenile,underweight,2025
Adelie,Torgensen,31.4,13.7,158.0,4124.0,female,krill,juvenile,healthy,2025
Adelie,Torgensen,41.6,17.3,217.0,3925.0,female,krill,adult,underweight,2025
Adelie,Torgensen,21.2,20.2,195.0,4593.0,female,krill,adult,healthy,2025
Adelie,Torgensen,32.2,14.9,172.0,3681.0,female,krill,juvenile,underweight,2025
Adelie,Torgensen,25.3,16.9,170.0,3858.0,female,krill,juvenile,healthy,2025
Adelie,Torgensen,27.3,22.0,180.0,3936.0,female,krill,juvenile,healthy,2025
Adelie,Torgensen,25.2,21.1,222.0,4086.0,female,krill,adult,underweight,2025
Adelie,Torgensen,28.8,15.0,194.0,4492.0,female,krill,adult,healthy,2025
Adelie,Torgensen,31.4,23.7,203.0,5025.0,female,krill,adult,overweight,2025
Adelie,Torgensen,41.8,21.7,193.0,4836.0,female,krill,adult,healthy,2025
Adelie,Torgensen,29.6,19.3,200.0,4342.0,male,krill,juvenile,underweight,2025
Adelie,Torgensen,26.0,17.0,190.0,5138.0,male,krill,adult,healthy,2025
Adelie,Torgensen,35.8,15.9,231.0,5218.0,male,krill,adult,healthy,2025
Adelie,Torgensen,30.6,20.2,230.0,5537.0,male,krill,adult,healthy,2025
Adelie,Torgensen,28.9,20.0,214.0,4344.0,male,krill,juvenile,underweight,2025
Adelie,Torgensen,29.4,23.3,251.0,5344.0,male,krill,adult,healthy,2025
Adelie,Torgensen,30.6,20.8,207.0,4831.0,male,krill,juvenile,healthy,2025
Adelie,Torgensen,20.3,16.3,202.0,4326.0,male,krill,juvenile,underweight,2025
Adelie,Torgensen,33.2,18.1,176.0,4342.0,male,krill,juvenile,underweight,2025
Adelie,Torgensen,28.5,15.4,206.0,4692.0,male,krill,juvenile,healthy,2025
Adelie,Torgensen,28.2,16.9,190.0,5150.0,male,krill,juvenile,overweight,2025
Adelie,Torgensen,33.3,21.0,214.0,4663.0,male,krill,adult,underweight,2025
Adelie,Torgensen,29.4,18.3,221.0,4711.0,male,krill,juvenile,healthy,2025
Adelie,Torgensen,29.0,17.8,228.0,5106.0,male,krill,juvenile,overweight,2025
Adelie,Torgensen,27.8,15.3,204.0,4741.0,male,krill,juvenile,healthy,2025
Adelie,Torgensen,27.6,20.7,220.0,4926.0,male,krill,adult,underweight,2025
Adelie,Torgensen,26.7,21.3,199.0,4687.0,male,krill,juvenile,healthy,2025
Adelie,Torgensen,21.4,18.1,204.0,5573.0,male,krill,juvenile,overweight,2025
Adelie,Torgensen,33.1,17.6,194.0,4019.0,male,krill,juvenile,underweight,2025
Adelie,Torgensen,22.8,20.7,190.0,4504.0,male,krill,juvenile,healthy,2025
Adelie,Torgensen,27.4,25.1,215.0,4977.0,male,krill,adult,underweight,2025
Adelie,Torgensen,25.9,17.3,229.0,4632.0,male,krill,adult,underweight,2025
Adelie,Torgensen,29.5,20.6,228.0,4016.0,male,krill,adult,underweight,2025
Adelie,Torgensen,24.9,15.8,219.0,4473.0,male,krill,juvenile,underweight,2025
Adelie,Torgensen,36.3,17.5,140.0,3180.0,female,parental,chick,healthy,2025
Adelie,Torgensen,27.7,13.3,160.0,2650.0,female,parental,chick,underweight,2025
Adelie,Torgensen,27.7,17.6,152.0,3225.0,female,parental,chick,overweight,2025
Adelie,Torgensen,36.2,15.8,160.0,3054.0,female,parental,chick,healthy,2025
Adelie,Torgensen,41.2,13.0,171.0,2946.0,female,parental,chick,healthy,2025
Adelie,Torgensen,31.6,17.5,187.0,2950.0,female,parental,chick,healthy,2025
Adelie,Torgensen,34.4,14.6,175.0,3091.0,female,parental,chick,healthy,2025
Adelie,Torgensen,24.3,17.4,166.0,2871.0,female,parental,chick,healthy,2025
Adelie,Torgensen,33.7,13.6,177.0,3035.0,female,parental,chick,healthy,2025
Adelie,Torgensen,34.3,12.1,176.0,2822.0,female,parental,chick,healthy,2025
Adelie,Torgensen,25.2,14.1,184.0,2570.0,female,parental,chick,underweight,2025
Adelie,Torgensen,27.3,14.8,178.0,3123.0,female,parental,chick,healthy,2025
Adelie,Torgensen,36.1,15.4,170.0,3487.0,female,parental,chick,overweight,2025
Adelie,Torgensen,28.6,16.1,155.0,3113.0,female,parental,chick,healthy,2025
Adelie,Torgensen,37.1,18.9,184.0,2991.0,female,parental,chick,healthy,2025
Adelie,Torgensen,30.1,14.8,169.0,2921.0,female,parental,chick,healthy,2025
Adelie,Torgensen,29.9,18.6,161.0,2927.0,female,parental,chick,healthy,2025
Adelie,Torgensen,34.9,17.0,150.0,2921.0,female,parental,chick,healthy,2025
Adelie,Torgensen,40.3,14.8,158.0,3040.0,female,parental,chick,healthy,2025
Adelie,Torgensen,36.7,16.5,191.0,2898.0,male,parental,chick,underweight,2025
Adelie,Torgensen,40.5,18.1,201.0,3696.0,male,parental,chick,healthy,2025
Adelie,Torgensen,36.1,12.9,162.0,3307.0,male,parental,chick,underweight,2025
Adelie,Torgensen,36.4,16.7,191.0,3442.0,male,parental,chick,healthy,2025
Adelie,Torgensen,27.3,15.6,178.0,3871.0,male,parental,chick,overweight,2025
Adelie,Torgensen,28.8,17.6,175.0,3821.0,male,parental,chick,overweight,2025
Adelie,Torgensen,33.8,17.8,188.0,3595.0,male,parental,chick,healthy,2025
Adelie,Torgensen,35.7,15.8,207.0,3628.0,male,parental,chick,healthy,2025
Adelie,Torgensen,30.8,15.1,183.0,3480.0,male,parental,chick,healthy,2025
Adelie,Torgensen,31.5,13.9,196.0,3492.0,male,parental,chick,healthy,2025
Adelie,Torgensen,28.4,19.9,186.0,3877.0,male,parental,chick,overweight,2025
Adelie,Torgensen,31.5,15.6,192.0,3413.0,male,parental,chick,healthy,2025
Adelie,Torgensen,32.9,15.8,180.0,3487.0,male,parental,chick,healthy,2025
Adelie,Torgensen,34.3,16.7,189.0,3770.0,male,parental,chick,healthy,2025
Adelie,Torgensen,31.0,16.3,167.0,3604.0,male,parental,chick,healthy,2025
Adelie,Torgensen,31.5,14.8,166.0,3495.0,male,parental,chick,healthy,2025
Adelie,Torgensen,33.4,19.0,175.0,4225.0,female,squid,juvenile,healthy,2025
Adelie,Torgensen,40.7,18.1,198.0,5049.0,female,squid,adult,overweight,2025
Adelie,Torgensen,45.4,19.2,210.0,5162.0,female,squid,adult,overweight,2025
Adelie,Torgensen,36.0,18.1,221.0,6574.0,male,squid,adult,overweight,2025
Adelie,Torgensen,42.8,18.1,235.0,6636.0,male,squid,adult,overweight,2025
Chinstrap,Dream,55.6,21.9,226.0,4683.0,female,fish,juvenile,overweight,2025
Chinstrap,Dream,54.7,16.9,202.0,4631.0,female,fish,juvenile,overweight,2025
Chinstrap,Dream,57.5,20.9,257.0,6721.0,female,fish,adult,overweight,2025
Chinstrap,Dream,34.0,15.2,210.0,5008.0,female,fish,juvenile,overweight,2025
Chinstrap,Dream,52.0,18.3,210.0,4687.0,female,fish,juvenile,overweight,2025
Chinstrap,Dream,39.1,16.2,214.0,4772.0,female,fish,juvenile,overweight,2025
Chinstrap,Dream,41.1,20.7,251.0,5116.0,female,fish,adult,healthy,2025
Chinstrap,Dream,59.3,19.1,241.0,5865.0,female,fish,adult,overweight,2025
Chinstrap,Dream,56.2,16.2,200.0,5270.0,female,fish,juvenile,overweight,2025
Chinstrap,Dream,44.3,17.9,214.0,5503.0,female,fish,juvenile,overweight,2025
Chinstrap,Dream,54.9,14.9,224.0,6882.0,female,fish,adult,overweight,2025
Chinstrap,Dream,69.0,18.1,252.0,5732.0,female,fish,adult,overweight,2025
Chinstrap,Dream,43.8,22.9,225.0,6368.0,female,fish,juvenile,overweight,2025
Chinstrap,Dream,53.2,19.7,238.0,5341.0,female,fish,adult,healthy,2025
Chinstrap,Dream,35.7,17.2,213.0,4518.0,female,fish,juvenile,healthy,2025
Chinstrap,Dream,58.9,20.1,224.0,5445.0,male,fish,juvenile,overweight,2025
Chinstrap,Dream,60.3,22.6,232.0,6381.0,male,fish,juvenile,overweight,2025
Chinstrap,Dream,72.7,18.8,211.0,6603.0,male,fish,juvenile,overweight,2025
Chinstrap,Dream,68.5,19.3,245.0,6802.0,male,fish,juvenile,overweight,2025
Chinstrap,Dream,53.9,22.7,258.0,7333.0,male,fish,adult,overweight,2025
Chinstrap,Dream,43.7,19.7,240.0,6144.0,male,fish,juvenile,overweight,2025
Chinstrap,Dream,69.4,23.3,250.0,5901.0,male,fish,juvenile,overweight,2025
Chinstrap,Dream,72.3,21.5,230.0,5926.0,male,fish,juvenile,overweight,2025
Chinstrap,Dream,27.7,21.5,238.0,5542.0,male,krill,adult,healthy,2025
Chinstrap,Dream,28.2,23.0,227.0,4692.0,female,krill,adult,healthy,2025
Chinstrap,Dream,24.9,16.2,164.0,4905.0,female,krill,juvenile,overweight,2025
Chinstrap,Dream,32.3,16.9,180.0,4196.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,31.6,18.4,184.0,3715.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,31.2,21.3,194.0,4262.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,21.7,18.4,203.0,3727.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,31.4,20.5,189.0,3700.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,30.2,19.9,218.0,4564.0,female,krill,adult,healthy,2025
Chinstrap,Dream,27.1,19.7,181.0,3474.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,32.8,16.1,201.0,4311.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,32.5,16.7,182.0,3836.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,30.0,17.7,180.0,4025.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,27.1,15.8,178.0,4033.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,25.8,15.7,214.0,4321.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,34.5,19.3,201.0,5329.0,female,krill,adult,healthy,2025
Chinstrap,Dream,30.0,15.2,199.0,4195.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,26.6,17.9,188.0,3829.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,27.6,18.7,173.0,4194.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,29.9,18.4,233.0,4302.0,female,krill,adult,underweight,2025
Chinstrap,Dream,22.2,17.4,169.0,3790.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,35.2,19.3,203.0,4738.0,female,krill,adult,healthy,2025
Chinstrap,Dream,26.3,21.2,190.0,4552.0,female,krill,juvenile,overweight,2025
Chinstrap,Dream,26.4,18.3,196.0,3665.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,36.0,24.5,195.0,5448.0,female,krill,adult,healthy,2025
Chinstrap,Dream,21.6,17.2,186.0,3874.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,20.1,17.2,205.0,3720.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,24.3,20.3,200.0,4210.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,31.5,15.0,193.0,5363.0,female,krill,adult,healthy,2025
Chinstrap,Dream,30.3,19.6,178.0,4487.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,19.5,17.8,175.0,3840.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,29.0,18.2,180.0,3888.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,25.6,17.3,166.0,4286.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,33.6,19.2,208.0,3362.0,female,krill,juvenile,underweight,2025
Chinstrap,Dream,32.9,14.3,183.0,4429.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,29.1,16.5,206.0,4268.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,34.5,21.9,179.0,3853.0,female,krill,juvenile,healthy,2025
Chinstrap,Dream,29.3,18.8,223.0,4876.0,male,krill,juvenile,healthy,2025
Chinstrap,Dream,29.9,19.2,213.0,4886.0,male,krill,juvenile,healthy,2025
Chinstrap,Dream,26.8,19.1,203.0,4852.0,male,krill,juvenile,healthy,2025
Chinstrap,Dream,27.5,19.5,243.0,5268.0,male,krill,adult,underweight,2025
Chinstrap,Dream,34.8,16.9,200.0,6005.0,male,krill,adult,healthy,2025
Chinstrap,Dream,22.7,21.6,221.0,3986.0,male,krill,juvenile,underweight,2025
Chinstrap,Dream,38.6,20.4,245.0,5359.0,male,krill,adult,underweight,2025
Chinstrap,Dream,31.2,20.9,202.0,5221.0,male,krill,adult,underweight,2025
Chinstrap,Dream,28.2,18.1,216.0,5461.0,male,krill,juvenile,overweight,2025
